   1.4832796e+02   3.3825816e+00   8.9818940e+00   5.7477804e+00   8.9183129e-01   7.8194906e-01   7.1452261e-02   7.6113654e-03  -2.1821027e-01
   1.3445107e+02   8.3917971e+01   9.4307303e+00   8.8124660e+00  -5.7192578e-01   3.7975922e-01  -5.4466839e-01   2.6265108e-01  -1.6836921e-01
   4.6347428e+01   1.1827560e+02   6.5417439e+00   7.5148171e+00   8.6619442e-01   6.4879894e-01   9.1290677e-01   7.1340698e-01  -3.6661813e-02
   1.5625000e+00   1.4076230e+02   4.3710289e+00   4.3432150e+00  -1.0080645e-03  -2.0161290e-03   1.1510966e-01   1.0550813e-01  -8.5348336e-01
   3.4973566e+00   1.7045078e+02   4.6622908e+00   5.5120911e+00   5.5505142e-01   3.1079823e-01   5.4075632e-01   2.7423774e-01  -9.3238839e-01
   1.5625000e+00   2.0258432e+02   4.3710289e+00   5.9744375e+00  -1.0080645e-03  -2.0161290e-03   1.0825690e-02   1.2600609e-03  -9.4518007e-01
   1.5625000e+00   3.5761365e+00   4.3710289e+00   5.7540126e+00  -1.0080645e-03  -2.0161290e-03   1.2292201e-01   1.7804044e-02   9.9224593e-01
   1.5625000e+00   1.3780956e+02   4.3710289e+00   4.2507268e+00  -1.0080645e-03  -2.0161290e-03   9.8799630e-02   7.4160490e-02  -8.2965727e-01
   1.5625000e+00   1.8004514e+01   4.3710289e+00   6.8926089e+00  -1.0080645e-03  -2.0161290e-03   8.5363378e-01   6.4039721e-01   4.7699388e-01
   1.5625000e+00   9.4195728e+00   4.3710289e+00   6.4442883e+00  -1.0080645e-03  -2.0161290e-03   7.3267699e-01   4.3181535e-01   6.5952866e-01
   1.5625000e+00   7.3026304e+01   4.3710289e+00   7.1679182e+00  -1.0080645e-03  -2.0161290e-03   9.3150955e-01   8.3132770e-01   1.3671859e-01
   1.5625000e+00   8.5097438e+00   4.3710289e+00   6.3172133e+00  -1.0080645e-03  -2.0161290e-03   6.8980760e-01   3.9002604e-01   7.0992912e-01
   1.5625000e+00   6.4276954e+00   4.3710289e+00   6.0723886e+00  -1.0080645e-03  -2.0161290e-03   5.6028406e-01   2.3143811e-01   8.2084173e-01
   1.5625000e+00   4.3420221e+00   4.3710289e+00   5.8146111e+00  -1.0080645e-03  -2.0161290e-03   2.9418446e-01   5.9352434e-02   9.5489713e-01
   1.5625000e+00   2.5841580e+01   4.3710289e+00   7.1436450e+00  -1.0080645e-03  -2.0161290e-03   8.9035066e-01   7.2577989e-01   3.8047186e-01
   1.5625000e+00   1.1281155e+02   4.3710289e+00   5.8964934e+00  -1.0080645e-03  -2.0161290e-03   8.4203725e-01   7.4055694e-01  -1.2274547e-01
   1.6098003e+00   4.1808409e+01   4.3700048e+00   7.2258659e+00   2.9202867e-02  -2.1422626e-03   9.1001271e-01   7.6037234e-01   3.0123515e-01
   1.5625000e+00   1.8319415e+01   4.3710289e+00   6.9367907e+00  -1.0080645e-03  -2.0161290e-03   8.6096105e-01   6.5884518e-01   4.6477012e-01
   1.5625000e+00   8.6773498e+00   4.3710289e+00   6.3497610e+00  -1.0080645e-03  -2.0161290e-03   6.9461969e-01   3.6822273e-01   6.9716961e-01
   1.5625000e+00   1.7496349e+01   4.3710289e+00   6.7775992e+00  -1.0080645e-03  -2.0161290e-03   8.3990358e-01   6.2555153e-01   5.0838995e-01
   1.5625000e+00   3.4007371e+00   4.3710289e+00   5.7498834e+00  -1.0080645e-03  -2.0161290e-03   8.6609635e-02  -2.3826288e-03   9.9611183e-01
   1.5625000e+00   3.2673480e+00   4.3710289e+00   5.7469379e+00  -1.0080645e-03  -2.0161290e-03   4.4420809e-02  -2.2058928e-03   9.9896218e-01
   2.8151224e+00   1.2631941e+02   4.5283749e+00   4.9920241e+00   4.3338812e-01   1.8881001e-01   7.6503365e-01   6.0494290e-01  -2.8747736e-01
   1.5625000e+00   1.3448895e+02   4.3710289e+00   4.7386407e+00  -1.0080645e-03  -2.0161290e-03   4.2355050e-01   3.8025673e-01  -5.9131511e-01
   1.5625000e+00   8.8889622e+01   4.3710289e+00   6.5125526e+00  -1.0080645e-03  -2.0161290e-03   9.0770908e-01   7.9350412e-01   7.8177525e-02
   1.5625000e+00   3.7258957e+01   4.3710289e+00   7.0816733e+00  -1.0080645e-03  -2.0161290e-03   8.9544493e-01   7.2859126e-01   3.3203339e-01
   1.5625000e+00   1.2501891e+02   4.3710289e+00   5.3968787e+00  -1.0080645e-03  -2.0161290e-03   7.3092908e-01   6.4050966e-01  -3.0799977e-01
   5.9927479e+00   9.1893644e+00   4.2858479e+00   6.2611724e+00   3.1155233e-01   5.1254786e-02   6.8359843e-01   4.3114519e-01   8.7172771e-01
   1.5625000e+00   3.4304375e+00   4.3710289e+00   5.7500436e+00  -1.0080645e-03  -2.0161290e-03   9.1141414e-02   2.7470777e-03   9.9572555e-01
   1.5625000e+00   3.4534202e+00   4.3710289e+00   5.7496795e+00  -1.0080645e-03  -2.0161290e-03   9.1699809e-02   9.8987899e-03   9.9567040e-01
   1.5625000e+00   1.3641469e+02   4.3710289e+00   4.4516627e+00  -1.0080645e-03  -2.0161290e-03   2.6616925e-01   2.4155959e-01  -7.2172254e-01
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN             NaN
   1.5625000e+00   6.2922542e+01   4.3710289e+00   7.3363580e+00  -1.0080645e-03  -2.0161290e-03   9.3248220e-01   8.2347338e-01   1.7274077e-01
   1.7579162e+01   1.9048171e+01   4.3546716e+00   6.7509785e+00   7.2643164e-01   5.4466302e-01   8.5226329e-01   7.1332869e-01   9.1868587e-01
   4.8209129e+01   3.1250000e+00   2.5018338e+00   5.7477994e+00   8.7456801e-01   7.8258786e-01  -1.0080645e-03  -2.0161290e-03   9.7628012e-02
   1.5625000e+00   1.2099533e+02   4.3710289e+00   5.2652953e+00  -1.0080645e-03  -2.0161290e-03   7.3914174e-01   6.5075768e-01  -2.7613194e-01
   1.5625000e+00   1.3611422e+02   4.3710289e+00   4.4535990e+00  -1.0080645e-03  -2.0161290e-03   3.0746384e-01   2.6652277e-01  -7.1506662e-01
